Air_pressure_bar,Flow_rate_lpm,Valve_status,Cylinder_position_mm,Leakage_rate_lpm,Noise_level_dB,Load_pressure_bar,Cycle_time_s,Ambient_temperature_C,System_vibration_mm_s2
4.995949027,27.60722867,Open,484.6650627,0.175603397,64.49137588,4.711104094,1.339215931,22.83868374,0.690229228
4.667980104,32.57830315,Open,62.68944205,0.092305111,68.90599081,4.630807393,1.743305647,20.40295922,0.702701477
4.910091951,38.10936874,Open,80.27890538,0.07302851,56.8462139,4.451647178,1.333250552,18.185556,0.932855041
4.770960409,27.40082927,Closed,338.3683493,0.108653382,60.77476748,5.028002657,1.435004111,21.59645125,0.844477563
5.115036504,23.3377511,Open,270.7172383,0.164204014,65.65548561,4.994126735,1.437007918,19.0856546,0.419785114
4.702672659,33.15709303,Closed,9.232952447,0.091491373,66.31853413,4.54534891,1.429209722,21.6771442,0.816658928
5.39893831,33.99534037,Open,30.98751799,0.052256546,61.35287085,4.827262259,1.644499154,22.0695385,0.863651049
4.497325865,30.03065725,Closed,444.0401911,0.02296211,66.03767997,4.619552359,1.436668447,24.23708282,0.734286697
4.75804405,27.2093337,Closed,434.4353978,0.038935131,62.50463901,4.747686555,1.778784906,18.98482973,0.787822805
5.503160153,34.97189365,Open,178.635461,0.143219575,63.89216362,4.731046684,1.336304983,23.81689033,0.838062025
4.869458376,32.64018002,Closed,445.5253085,0.083968776,69.0990952,4.714433157,1.533875494,22.1961609,0.95291992
4.605536401,26.15782242,Open,296.8375372,0.069623955,68.63574999,5.200589417,1.344842802,24.05769831,0.485024003
5.065721469,30.24547366,Closed,402.9528235,0.064201639,61.01175869,4.711934863,1.584194557,21.13649765,0.751136592
4.857382327,23.24146234,Open,213.7155356,0.104252293,60.77099415,4.638347235,1.496810055,19.33551083,1.10166722
4.749238923,33.42945228,Open,56.69916367,0.088027245,63.35530642,4.647483714,1.468987591,19.56500135,1.083332262
4.671238757,28.68883215,Closed,216.8635313,0.086343393,64.8930148,5.008755391,1.737694993,19.41638509,0.970187386
5.830512082,27.82144584,Closed,228.649899,0.167466196,62.36840605,4.469579534,1.369131626,22.95562831,0.907364937
4.92453443,29.83562757,Open,275.4720969,0.176900814,69.16256977,4.647475417,1.617303032,24.95384404,1.13092695
4.422329792,30.2015385,Open,52.79135645,0.019498916,66.38955937,5.089364568,1.346208017,20.87009695,1.1835696
5.448112928,34.47465031,Closed,495.7009315,0.116379637,66.62434044,4.848797238,1.52253704,23.2582706,0.774184002
5.183321272,32.95545266,Open,122.0684104,0.061156895,59.93384468,4.838384401,1.260884934,18.95311588,0.606113511
4.770060071,29.21795361,Open,99.27620177,0.087587444,69.66916287,5.226429292,1.367496571,22.3606425,0.745941536
4.720064273,33.81834075,Open,263.4014594,0.115463919,53.71932471,4.849269591,1.483571391,23.33712523,1.419339103
5.202041839,32.00368627,Closed,268.6040897,0.089364004,68.33622181,4.658362768,1.862929833,19.10375045,0.486128731
4.925924502,27.86700182,Open,219.9103689,0.111522994,68.73724695,4.743584589,1.520160774,21.59223306,0.705892172
4.422206654,29.37640921,Open,385.9460732,0.13364851,63.27039525,4.572913538,1.830933663,23.43183428,0.51746177
5.536171989,29.25888556,Closed,258.3272004,0.11472884,70.09164087,5.051187408,1.544064658,16.13245871,0.824952773
4.869802861,32.52630672,Open,304.8477276,0.067658185,64.74760979,4.914912344,1.422583151,24.67090612,0.559461794
5.448671521,28.16488693,Open,361.8731927,0.06854002,65.24972681,5.02488283,1.807871305,22.70735875,0.778249795
5.383530487,28.04795407,Open,12.51255078,0.028014735,66.35811515,5.042596786,1.587403524,23.4334553,0.409980968
4.699697137,39.84378655,Open,285.3220913,0.057303985,77.74629965,4.717157844,1.371455681,21.17456144,0.923524133
5.309956959,34.69867741,Closed,442.0972356,0.198103418,70.37773563,4.61104943,1.594114292,18.55455504,1.044469051
4.804567235,26.19699668,Open,8.694371463,0.060399821,67.8045248,4.789657378,1.44148105,23.06812591,0.723211276
4.439989824,32.85470497,Open,202.5910519,0.040331059,61.34878205,4.625447786,1.102193161,21.83481935,0.772973999
4.87262055,30.59175033,Open,463.1137251,0.115996393,65.5743593,4.832991375,1.687194632,22.06423091,0.767318554
5.119291251,31.95775588,Open,176.5772011,0.094481762,61.74750362,5.026419376,1.718986811,24.17521397,0.836182135
4.861179006,30.68670662,Open,229.3644121,0.090220338,68.28844339,4.766372071,1.867588406,23.52412775,0.792366083
4.907885498,35.94821323,Closed,490.7706965,0.170452298,65.5618679,4.829999018,1.584428738,25.84247483,0.95362339
5.343069813,31.72810172,Closed,99.66192948,0.127456334,60.50191328,4.781230877,1.450255315,22.30770846,1.046607827
5.031948194,29.68955651,Open,32.62759456,0.073500353,65.32449833,4.960545514,1.666997885,20.61757512,0.637185756
4.747010507,35.21095288,Open,429.7112954,0.078776204,61.60233012,4.666443521,1.669964073,21.62316631,0.738134301
5.210609097,31.16642521,Closed,434.2326706,0.074870674,65.60486489,4.360710748,1.827656237,22.83132675,0.98032389
5.05930267,30.6073929,Closed,236.0389173,0.143736981,61.56369073,4.894173772,1.491074475,24.03171304,0.51566619
4.24351856,31.57011301,Closed,257.1035872,0.084592619,65.10995053,4.997566884,1.466884205,19.0659321,0.405855744
5.128505874,29.53195488,Open,417.9031848,0.010342325,68.00187945,4.889274849,1.356891116,22.01707523,0.845263191
5.117548612,30.04613496,Open,369.2797491,0.097584016,64.78779203,4.671953901,1.607492417,25.21908331,0.899269282
5.006036339,27.06652706,Open,132.5745011,0.0231487,63.43644693,4.57299758,1.190347666,21.51958226,0.655539962
5.267510174,26.2441639,Open,8.446677536,0.20921153,65.81310488,4.898899506,1.655217475,23.86202371,0.684269789
4.798281925,25.00714807,Open,239.8500813,0.051716604,67.78873048,4.828295791,1.617567024,22.98623505,0.647961536
5.100949937,23.04008357,Open,429.456163,0.091906762,60.57126692,4.774841474,1.61701404,23.91172121,0.626614952
4.529912189,25.60141319,Closed,447.9173383,0.112910137,66.04262462,5.164492669,1.527645047,20.38047892,0.938699164
5.122127115,29.12866483,Closed,478.1130985,0.085567092,70.27016328,4.610639981,1.80659565,20.38919666,0.563900303
5.585917909,30.51558791,Open,439.7816188,0.08549848,67.29462785,5.155007404,1.674398693,22.04054378,0.746895428
4.701543094,28.64351718,Open,290.0217776,0.121091364,65.23101659,4.806356781,1.378584562,18.93555643,0.618932766
4.77205936,18.22148255,Open,222.3027996,0.176310798,67.55895003,4.432885905,1.38216419,21.46051879,0.508942205
4.786995367,37.87293179,Closed,387.4249233,0.138375454,66.80998582,4.764159469,1.324065237,22.50575332,0.974035635
5.038999468,35.43240061,Closed,369.9108172,0.173925694,68.01440444,4.991899215,1.610256667,25.56927121,0.696034956
4.681089118,32.22879926,Closed,269.071715,0.047669045,56.90427356,4.726988993,1.299972216,22.80543638,0.837688016
5.126374214,39.53745336,Closed,43.66368628,0.115868132,58.78617547,4.505044292,1.716678429,23.25045694,0.498384824
5.254051984,25.11317941,Open,463.0406734,0.107762303,69.0193166,4.767097094,1.764594662,24.32895169,0.651612109
5.160304164,39.4381256,Closed,227.8012688,0.117554565,58.9788833,4.628565525,1.324196746,20.07068482,0.951217576
4.469475372,25.17392962,Closed,181.666891,0.168811599,66.60615454,4.89836288,1.462890293,21.66983468,1.317454291
5.2985503,31.19368963,Open,314.7836976,0.088960543,63.59180138,4.954679963,1.503324196,26.85082518,0.404756787
5.281210224,23.63081337,Open,336.9189806,0.079724832,61.01524302,4.588745918,1.676796632,21.84175556,0.759778441
5.249048412,30.07347048,Open,105.3439585,0.12669904,66.39859903,4.658839189,1.821868675,24.2328615,0.88245612
5.111852675,31.93083249,Closed,418.4694224,0.011089864,65.80413401,4.951328493,1.162901521,23.92747575,0.676779969
5.066056794,29.22654834,Open,144.9685468,0.088157398,73.44137061,4.628231144,1.436363856,19.04377257,0.969904397
5.309716819,33.56938722,Closed,93.34196296,0.093290116,62.50075518,4.583568373,1.446796661,22.62095855,0.626653466
5.577054046,30.49507225,Closed,203.1999264,0.053982069,70.76044048,4.564261774,1.219866029,22.29349494,0.830769532
4.714087861,27.38792636,Closed,365.2800404,0.152852951,66.40969166,4.870407723,1.402977996,22.65991758,0.695585619
5.323437619,27.16593341,Closed,482.7290892,0.046887984,62.35591247,4.861831544,1.585553789,20.49177504,1.043886217
4.974134871,34.05456886,Open,404.6406322,0.093206348,68.19698583,4.663190794,1.444264219,19.76616098,0.664727099
4.961098084,26.73128985,Open,470.1741888,0.114657861,67.26295402,4.801017079,1.191075766,21.04798,0.729625241
4.539040793,34.57701485,Closed,70.30290204,0.167672578,65.14337318,5.105426477,2.07481654,21.80441001,0.989137807
4.914563177,36.11355896,Open,35.58839943,0.099472178,66.06518143,4.605187969,1.553235573,24.3699689,0.594392268
4.700820513,21.65643069,Closed,278.852381,0.14680768,62.61205188,4.409651478,1.522338826,25.63462164,0.813750011
4.860843671,35.66463194,Closed,145.1487415,0.13502977,61.6968515,4.891015115,1.280414727,24.79319569,0.435493131
4.670544085,40.30211349,Open,414.0274865,0.106172878,68.0377687,4.777919767,1.552141232,23.72037042,0.582413308
4.865327484,31.26001881,Open,335.9939357,0.04552433,64.1042423,4.657994983,1.467157243,19.99131948,0.876426255
4.878166893,32.99542093,Closed,485.364082,0.028270957,64.67966801,4.930416047,1.122295317,21.18220765,0.601860498
5.029026476,35.18502662,Open,127.3961779,0.10532527,66.11928638,4.967845029,1.285948912,22.4198521,0.691085414
4.515575041,28.62258842,Closed,242.8920572,0.072865156,66.06115338,4.358344396,1.658985204,20.73512192,0.89861728
4.566344556,30.91140112,Open,250.6202387,0.145963055,59.28269412,4.669480418,1.88880353,23.15441131,0.684162772
5.108574281,23.42900235,Closed,119.5883974,0.137292826,70.14500835,5.263503246,1.573433081,23.44097222,0.964568415
4.760768565,30.69317514,Closed,295.0466997,0.09076945,65.48472861,4.916680983,1.720616656,23.07258013,0.843132557
5.322358937,32.49055998,Open,221.642993,0.042114354,64.18938695,4.935220728,1.468848938,24.05026921,0.887136622
5.067580917,32.58081511,Open,223.360778,0.125536777,66.72338402,5.034578856,1.482690768,20.19081757,1.04819312
5.182028645,35.32712362,Closed,181.368324,0.049102528,65.94616877,4.803413765,1.718195806,23.86565741,0.863964613
5.423207696,26.12598911,Open,8.464676213,0.062076804,68.06825076,4.959336832,1.832555458,20.6087091,1.107769458
4.907086756,27.33696622,Open,261.0476185,0.051029213,67.15193469,4.943612409,1.760219339,20.11812809,0.982252457
4.827653988,39.47753673,Closed,167.6239179,0.093074949,67.87138492,4.907808299,1.286727385,23.06423227,0.695309514
5.261510776,29.24835813,Closed,0.659934492,0.158509617,70.40397562,4.735597606,1.486608222,24.43174712,1.058629615
5.152854069,31.00016894,Open,153.9718538,0.099747956,68.5344982,4.834411784,1.555504937,22.97602697,0.852773204
4.943800907,29.66494979,Open,139.3141665,0.077839065,64.35805512,4.682327687,1.448064407,22.04160805,0.721064058
5.41743739,25.89159587,Closed,196.7240766,0.023719253,60.50839538,4.802562861,1.577571509,22.62030765,0.855677139
4.936326707,38.11764605,Closed,65.92599482,0.127606229,71.67119173,4.566301822,1.664115362,22.27285384,1.022465365
5.009832091,27.36149294,Closed,253.8419123,0.06097977,64.04910651,4.641875202,1.70056195,19.74809821,0.891009019
5.006366795,24.36357238,Closed,346.2201763,0.105875881,63.10757035,4.743537592,1.83717403,19.51475971,1.164478567
4.719621832,27.74629861,Closed,315.0927845,0.082289069,58.05309273,4.611258914,1.434111779,21.84234824,1.017306112
5.023275617,19.99146999,Closed,401.8774738,0.141908861,66.35389242,4.698996546,1.227193367,22.15971367,0.904632007
5.419028053,26.74356268,Closed,226.004144,0.09213818,65.59554642,4.767214805,1.571646919,22.02266476,0.594786383
5.133490495,25.15935701,Closed,259.5458652,0.097053682,58.93954026,4.880452469,1.876762206,23.35220323,0.764053497
5.009319028,33.08714315,Open,405.2009704,0.124287357,66.81309617,4.98985146,1.404604828,21.56904657,0.814332828
4.951469816,26.6329288,Open,213.8505854,0.205347009,63.00723232,4.707243126,1.637369395,23.12595836,0.9393263
5.099260109,34.43901968,Open,350.7996749,0.144422347,75.76126003,5.067020923,1.639149158,21.71082647,0.927466608
5.224929989,36.99241997,Closed,217.3011844,0.095569695,62.72255523,4.987722216,1.538288409,25.64671792,0.833908082
5.182771649,33.90587668,Open,208.8680973,0.1001599,63.25922667,4.900818766,1.501384944,22.16142745,0.824069983
4.900440541,28.92305856,Closed,380.1028123,0.073757027,61.5008951,4.830729826,1.315314159,26.68144522,0.944091379
5.097434478,30.70557248,Open,87.41845773,0.052500215,70.11150608,4.863824168,1.043667586,22.70402318,0.628282755
5.143981922,22.3750753,Closed,169.292986,0.072362461,63.50889682,5.03741023,1.277629859,21.57264566,1.139103164
4.697841504,29.33110314,Closed,112.0861384,0.061392552,62.10034338,5.044715932,1.42193917,20.20110405,0.390566623
5.050469162,25.69780766,Open,179.5549715,0.132668419,67.82782004,5.066989346,1.719484537,19.11422285,1.091081896
4.351608834,33.47163191,Closed,115.1874112,0.046440257,59.47858826,4.808265366,1.479374388,20.01711543,0.790962894
5.144760113,42.86376195,Open,289.7028155,0.166660528,67.50044218,4.910993433,1.396194856,20.24078738,1.000515963
5.198102916,32.49910818,Open,399.0854013,0.137602319,72.12559887,5.068709301,1.321802912,22.78964004,0.872768087
5.224263838,20.04429926,Open,393.3065306,0.101025086,67.26643133,4.675256793,1.631361166,20.94766926,0.869206882
4.881485944,28.19384904,Open,182.2504823,0.100015931,67.55159327,4.736316629,1.771671433,22.37385411,0.910850895
5.092714051,30.61245463,Open,494.3802029,0.072135935,68.48024087,4.803207333,1.712687144,24.56395672,0.961810858
5.427186154,30.43678713,Open,296.9271824,0.113504221,71.83883211,4.979919748,1.62122994,21.8243833,0.734233835
5.424130894,26.34593437,Open,199.7001509,0.154404623,69.83957584,4.98303443,1.204877451,26.1583134,1.006959826
4.99124819,31.22645871,Open,417.7696396,0.064842177,66.75867889,4.753827178,1.429665151,19.64837804,0.583105875
5.041795889,23.78749582,Open,364.9370063,0.023330396,68.6155656,4.498278109,1.889460846,21.6988329,0.798933885
5.333273343,25.27545639,Closed,374.6376684,0.135160913,61.4562603,4.849236789,1.724390098,20.92137415,0.967193985
4.549759395,33.22898821,Closed,98.06967487,0.116218299,68.10517436,4.616336773,1.192499356,23.87301321,0.999003516
4.903077277,24.92168385,Open,234.1621537,0.04399006,60.97777612,4.502012759,1.488881895,17.52041674,0.89215777
5.400671137,32.69105803,Closed,430.9140654,0.063330431,63.53191033,4.547225688,1.572619687,19.11376942,0.721321512
5.292560163,23.15268113,Closed,252.0190038,0.057044786,52.6697513,4.865276202,1.347568307,21.78530636,0.979341556
5.110779133,38.82412942,Open,341.7263717,0.063773387,66.60571864,5.072207472,1.038159196,25.10275544,0.666126752
4.548250278,26.12865039,Open,293.9668665,0.083815862,62.42451196,4.807778903,1.519764809,22.45168367,1.150281815
4.98502693,28.88166714,Closed,421.1783939,0.086672635,69.44458086,4.842276131,1.342448348,19.29690509,0.783065821
4.823025381,31.65306631,Open,142.2804199,0.067460317,66.56077044,5.036578988,1.343231652,19.60566681,0.492074861
5.099311671,27.17325024,Open,287.7376389,0.062091809,69.49638358,4.491109018,1.429063928,25.34597941,0.561063306
4.757195995,30.71702981,Open,61.617334,0.088560783,60.66561382,4.904035284,1.473264817,20.7577304,0.808728727
4.692282982,32.87678362,Closed,345.1053883,0.108384577,69.15354415,4.797682043,1.498183441,20.11407326,0.827965054
4.380540417,34.80306616,Open,365.9839192,0.084185173,73.42342538,4.913211492,1.32320202,24.95474512,1.193931337
5.366541405,33.95748718,Closed,21.41866059,0.157933351,68.0566332,4.703303218,1.455958094,24.02219401,0.592300132
4.880068847,29.14094768,Open,337.8954818,0.125404386,68.16139603,4.636412542,1.148515326,24.54811929,0.80789244
5.047143735,29.26684113,Open,207.3450771,0.020457707,65.67839071,4.828101781,1.562207813,20.09991624,0.588115719
4.999328565,41.74554279,Closed,62.04843805,0.126186388,62.90132488,5.129838265,0.928744917,18.94978872,0.701469029
4.67976982,34.74944534,Open,209.9537738,0.130277199,68.04476949,4.972182021,1.442101984,22.26633298,1.136794406
4.622280527,25.39088172,Closed,97.11646485,0.078263252,58.97566836,4.698461446,1.683837231,22.67025227,0.572732755
4.698405462,30.49994082,Closed,207.7797661,0.025240121,63.3289795,4.531805593,1.288131863,22.72920361,0.917408485
4.783049468,28.32428431,Open,192.169514,0.100403338,57.91577279,4.463586543,1.643286041,24.95636787,0.878581472
5.109981874,29.32332883,Open,369.1958185,0.099614567,62.18537449,5.06321989,1.731146542,18.53246582,0.795165715
4.761284701,23.85252421,Closed,387.1077791,0.043917688,67.56818037,4.608983542,0.83842001,23.7193901,0.903887325
5.523947189,27.94038383,Closed,303.5143272,0.027439039,67.0215735,4.734897317,1.469727419,19.80674991,0.567995924
5.308145311,39.05777887,Open,11.34342109,0.095622323,65.20365478,5.064242225,0.924845314,23.71147064,1.131264502
5.242507865,32.8953815,Open,465.5111395,0.08834614,65.68160398,4.477219709,1.476358311,21.05008659,1.184969099
4.964102329,17.54419296,Open,343.11664,0.079136732,57.45654153,5.098452902,1.498565758,20.37205641,0.80942094
5.454284221,36.08361746,Open,17.09772496,0.095829463,63.50975088,4.749271909,1.003491203,20.78019459,1.284621226
4.934598311,35.44814761,Open,409.4164496,0.044861181,62.27459357,4.570283337,1.884967672,19.1087796,0.720194414
4.990621576,28.20357348,Closed,100.1330774,0.078258969,62.36376124,4.750529815,1.557203162,22.08085788,0.880086399
5.050992362,33.58631772,Closed,289.6105948,0.126666252,67.39831451,4.655480644,1.330195314,20.45465322,1.086377813
5.210546912,25.70300395,Closed,233.317185,0.082501496,61.55797069,4.88816396,1.793075885,23.57259646,0.708199108
5.191072424,27.64872142,Closed,209.9193912,0.016401376,62.5812766,4.670373513,1.140877356,23.28011216,0.523690188
4.857462416,37.4927318,Open,444.8568601,0.076365386,56.65172302,4.417671558,1.254165793,25.37631411,0.477656587
4.840101884,28.6413498,Closed,218.6806458,0.046492077,63.82350728,4.755887493,1.040108895,22.73265497,1.212165313
5.191970887,20.65134169,Open,37.67205879,0.113356815,60.64864981,4.52869099,1.860209039,23.04135553,0.69419507
5.214570975,29.68348389,Open,473.3193636,0.11594187,65.31681171,4.840863977,1.566469274,24.80019962,0.762852647
4.881994663,29.60705804,Open,460.2676156,0.017061269,61.19556781,4.562573934,1.631880358,20.74467461,0.577447184
4.523843579,35.99184285,Open,342.2163448,0.137950649,65.41816898,4.702397439,1.560200247,19.02348357,0.989667856
4.937805171,30.07168211,Open,233.9462641,0.044390685,64.42125696,4.836517561,1.614753552,22.40018812,0.643688028
5.18705774,27.89208844,Closed,46.42973647,0.177959115,71.68816709,4.757508255,1.515615543,19.15473306,0.701747394
5.541625054,35.22528073,Open,395.3740593,0.097561187,66.98887192,4.850086057,1.554184269,26.90787735,0.859904084
4.640612611,30.60395116,Open,37.73895721,0.037680325,57.64144851,4.936057433,1.521520687,24.91099658,0.587190815
4.872028624,26.24988659,Open,34.30049245,0.042900696,59.94044462,4.56841326,1.378281639,26.32795267,0.764283546
4.883178932,35.7749878,Closed,268.6919212,0.117404765,65.22083204,4.787120492,1.490675047,22.12489395,1.080441918
5.406741602,30.96830882,Open,80.06412009,0.080435006,61.28060821,4.13409924,1.554718915,23.10114719,0.88565088
4.98951755,30.01462983,Open,3.86513367,0.095167305,53.12652628,4.84946666,1.522109824,21.08104914,0.826108458
4.727802032,30.88954196,Open,211.5567155,0.180639012,70.39818526,4.739837174,1.204445578,23.76584961,0.842972942
5.167608585,24.64665814,Closed,68.60861581,0.065037797,67.88089607,4.603310047,1.231002666,19.56891358,0.722172981
4.878608444,27.36173112,Open,80.25770764,0.102998143,67.08390749,4.863143884,1.716568287,16.91381362,1.199230464
4.632683818,30.01791301,Closed,38.45531937,0.170992224,62.57070782,5.034539515,1.438601191,20.41857876,0.637568574
4.732168008,29.02668152,Closed,102.5468769,0.113525674,66.71070708,4.70479645,1.616945069,19.08905305,0.842185232
5.520212586,36.36214191,Open,357.7420899,0.019669863,62.1825587,4.611037102,1.281576018,24.95585347,0.823005113
5.115262766,31.08702926,Closed,404.4636536,0.125269451,65.8194292,4.833005052,1.205370825,25.63135491,1.001752501
5.032328017,34.27451961,Closed,226.266822,0.041849857,61.3176671,4.532878667,1.331280677,19.19414186,1.020634788
4.925031879,30.04697677,Open,253.2769079,0.170340376,71.0651538,4.667923726,1.455486986,24.58343122,0.793596239
5.087644653,35.28144242,Open,16.3275173,0.05885662,58.71905338,5.044480432,1.36697194,23.90276997,0.858133299
5.084070784,31.98763878,Open,34.65813069,0.248475475,69.92913532,4.812435846,1.758786705,18.86044663,0.865706951
5.087650648,30.06710243,Open,128.7838628,0.173368799,65.15566331,4.424106607,1.53590466,21.21946494,0.345571669
5.034453527,29.93358456,Closed,271.9492104,0.060169372,63.04213202,4.440601671,1.869787724,20.83967256,0.48220208
5.260639501,25.22780687,Closed,369.7755744,0.10100069,65.66801169,4.832417139,1.580881631,23.4959908,0.678987262
5.006931304,32.5345786,Open,302.5015307,0.137682214,67.93339203,4.972478115,1.017489836,19.5424413,0.687680265
4.706618349,29.79897633,Open,196.0639275,0.139183024,70.46698695,4.476475708,1.711208321,21.80225475,0.560143516
4.816273133,27.4900402,Open,59.1620365,0.122116813,66.25257209,4.889942521,1.198089676,20.62813099,0.949916514
4.406294392,35.53230885,Closed,390.3866174,0.162607952,61.43721566,5.066068701,1.546106733,22.94668237,0.800423684
5.608045135,23.74891987,Open,181.8930258,0.093851553,65.2225205,5.177571798,1.345063188,21.56641594,0.757061091
5.258826378,27.88752052,Closed,368.0270072,0.081664117,72.26717295,4.866244552,1.928542207,20.92950859,0.548768945
4.750978851,35.13859374,Closed,256.489421,0.082656801,70.39071234,4.901360519,1.787919585,21.57340685,0.791091027
4.915446545,31.5776147,Closed,369.3310268,0.142918662,68.63505391,4.373363114,1.351635872,26.07208567,0.274663049
4.808937058,29.76070536,Closed,453.6447807,0.118259052,68.18274808,5.21995051,1.474528466,21.16620073,0.767408738
5.462764163,31.25501772,Open,460.514758,0.114564183,67.79780036,4.684901957,1.548919614,19.91798956,0.812636734
4.574036851,30.89707086,Open,267.55339,0.139761712,69.63501934,4.613305768,1.672682814,23.16686714,0.848382997
5.034342818,22.41668727,Open,255.7541824,0.00255262,63.17348486,4.748958773,1.505830382,21.71295066,0.487179647
4.967441647,28.25369057,Closed,132.8392328,0.115503441,59.57965574,5.102334683,1.29502102,19.16953214,0.844963347
